%time,field.data
1557352544489213355,309836
1557352544539433818,309917
1557352544590367679,310004
1557352544640123178,310088
1557352544689912134,310165
1557352544739997591,310228
1557352544790444605,310298
1557352544840616554,310369
1557352544891236227,310442
1557352544940747523,310520
1557352544991184672,310604
1557352545040851881,310689
1557352545091308047,310771
1557352545141159417,310847
1557352545191658681,310911
1557352545241491293,310979
1557352545291925330,311063
1557352545341789578,311155
1557352545391545173,311228
1557352545441535359,311298
1557352545491214988,311378
1557352545541319565,311462
1557352545591407926,311540
1557352545641791620,311616
1557352545691694180,311693
1557352545743525599,311773
1557352545792502543,311856
1557352545842678868,311943
1557352545893430886,312036
1557352545943490553,312125
1557352545993428099,312215
1557352546043241373,312301
1557352546093406858,312390
1557352546143488345,312479
1557352546193486035,312574
1557352546243569882,312657
1557352546293818306,312753
1557352546343414285,312855
1557352546393571358,312958
1557352546443931943,313052
1557352546494096544,313149
1557352546543962695,313246
1557352546593541025,313351
1557352546644070096,313460
1557352546693957161,313565
1557352546743753342,313672
1557352546793908994,313767
1557352546844263989,313863
1557352546894183234,313969
1557352546944336180,314082
1557352546994230578,314184
1557352547044622259,314283
1557352547094601096,314386
1557352547145216877,314487
1557352547194608574,314593
1557352547244923998,314688
1557352547294769418,314783
1557352547345134983,314893
1557352547395143031,315000
1557352547445308959,315103
1557352547495257044,315201
1557352547545402468,315308
1557352547595530752,315414
1557352547646318540,315518
1557352547696326290,315622
1557352547746302458,315731
1557352547796340631,315838
1557352547846557819,315933
1557352547896518373,316038
1557352547946700090,316139
1557352547996385826,316234
1557352548046477623,316337
1557352548096506693,316447
1557352548146477040,316545
1557352548196397932,316638
1557352548246418697,316746
1557352548296612734,316855
1557352548346898849,316950
1557352548397085836,317048
1557352548447232825,317157
1557352548497764844,317256
1557352548547430115,317351
1557352548597001639,317457
1557352548647048582,317572
1557352548697194783,317672
1557352548747334638,317771
1557352548797342371,317878
1557352548847803861,317994
1557352548898166915,318095
1557352548947969242,318188
1557352548997750595,318291
1557352549048430778,318405
1557352549097989105,318514
1557352549148369027,318612
1557352549198122602,318721
1557352549248542046,318833
1557352549298606448,318943
1557352549348921148,319051
1557352549398475066,319157
1557352549448558930,319268
1557352549498534218,319381
1557352549548916579,319485
1557352549599707344,319588
1557352549648868400,319697
1557352549698932290,319805
1557352549748927718,319907
1557352549799745363,320021
1557352549850177926,320119
1557352549899858732,320220
1557352549949871083,320332
1557352549999968274,320448
1557352550050000365,320555
1557352550100022783,320657
1557352550149946163,320766
1557352550200054270,320868
1557352550249884489,320958
1557352550300481606,321057
1557352550350221246,321164
1557352550400121965,321265
1557352550450069918,321358
1557352550500064354,321465
1557352550550350716,321579
1557352550600468082,321682
1557352550650392357,321771
1557352550700356208,321861
1557352550750461193,321963
1557352550800456922,322066
1557352550850560596,322156
1557352550900700253,322251
1557352550950782769,322354
1557352551001151268,322450
1557352551051246175,322549
1557352551101074527,322650
1557352551151084769,322738
1557352551201095811,322816
1557352551251279193,322906
1557352551301328204,323005
1557352551351714572,323090
1557352551401654435,323163
1557352551451875516,323246
1557352551501903632,323338
1557352551552125629,323427
1557352551602275384,323509
1557352551652147043,323596
1557352551702393377,323683
1557352551752291135,323762
1557352551802546278,323848
1557352551852798637,323932
1557352551902739997,324013
1557352551953353253,324110
1557352552003308043,324193
1557352552053396444,324267
1557352552103787624,324347
1557352552153960157,324434
1557352552203815286,324524
1557352552253818664,324622
1557352552303879771,324722
1557352552353889494,324797
1557352552404106676,324881
1557352552454789332,324983
1557352552504983894,325079
1557352552555175074,325160
1557352552604328102,325256
1557352552654606858,325368
1557352552704160248,325461
1557352552754818458,325549
1557352552804771079,325651
1557352552854792263,325753
1557352552904847589,325839
1557352552955027191,325929
1557352553004945262,326022
1557352553055366929,326117
1557352553105492609,326205
1557352553155468741,326296
1557352553205511887,326391
1557352553255537028,326488
1557352553305824420,326585
1557352553355992428,326667
1557352553406000169,326745
1557352553456077006,326821
1557352553506340944,326894
1557352553556262399,326955
1557352553606367752,327009
1557352553656227424,327055
1557352553707285785,327091
1557352553757086677,327121
1557352553807240966,327153
1557352553857292686,327187
1557352553907250256,327216
1557352553957252065,327240
1557352554007759176,327261
1557352554057757269,327283
1557352554107645491,327301
1557352554157649947,327314
1557352554207667391,327324
1557352554257712880,327333
1557352554307800952,327338
1557352554357876075,327341
1557352554407715396,327342
1557352554457905126,327342
1557352554508201462,327342
1557352554558337282,327342
1557352554607839844,327342
1557352554657902182,327342
1557352554708023968,327342
1557352554757959543,327341
1557352554808293145,327341
1557352554858541716,327341
1557352554908306449,327341
1557352554958247559,327341
1557352555008499994,327341
1557352555058726861,327341
1557352555108688175,327341
1557352555158624427,327341
1557352555208735433,327341
1557352555258609905,327341
1557352555309053736,327341
1557352555358990707,327346
1557352555409109472,327353
1557352555459174882,327366
1557352555509656846,327380
1557352555559323166,327388
1557352555609438377,327394
1557352555659566942,327408
1557352555709496683,327425
1557352555759631648,327446
1557352555809922560,327471
1557352555859778057,327500
1557352555910321814,327537
1557352555960206449,327582
1557352556010347938,327628
1557352556060148427,327672
1557352556110461685,327723
1557352556160413135,327772
1557352556210376796,327823
1557352556260975497,327875
1557352556310557087,327929
1557352556360938213,327993
1557352556410529155,328058
1557352556460990082,328126
1557352556510836684,328200
1557352556560947621,328272
1557352556611231520,328345
1557352556661230103,328420
1557352556711154442,328494
1557352556761167454,328563
1557352556811163428,328632
1557352556861149426,328704
1557352556911291031,328776
1557352556962466876,328868
1557352557011718304,328953
1557352557062704936,329034
1557352557112564591,329105
1557352557163361023,329179
1557352557213885848,329256
1557352557263817082,329341
1557352557313474435,329430
1557352557363397811,329513
1557352557413526427,329592
1557352557464161265,329670
1557352557513740534,329755
1557352557563705813,329843
1557352557613728271,329928
1557352557664171871,330015
1557352557713925043,330109
1557352557764221101,330206
1557352557814696706,330293
1557352557864649946,330370
1557352557914440496,330458
1557352557964796537,330552
1557352558014342421,330638
1557352558064594668,330721
1557352558114328765,330814
1557352558164542260,330914
1557352558215170921,331008
1557352558265610230,331091
1557352558315498117,331180
1557352558365756892,331270
1557352558416327481,331354
1557352558467126406,331443
1557352558516931563,331536
1557352558566807047,331627
1557352558615673158,331715
1557352558666214854,331816
1557352558717118183,331907
1557352558766931077,331997
1557352558816627317,332098
1557352558866817102,332190
1557352558917859222,332273
1557352558967254236,332365
1557352559017609489,332459
1557352559067767106,332551
1557352559117759453,332646
1557352559168152866,332741
1557352559218186660,332831
1557352559268020468,332920
1557352559317940536,333003
1557352559368190106,333087
1557352559417947895,333190
1557352559468203244,333292
1557352559518275365,333365
1557352559568188015,333457
1557352559617910141,333562
1557352559668287380,333654
1557352559719054929,333735
1557352559769371688,333824
1557352559818821257,333922
1557352559869038895,334012
1557352559919125027,334091
1557352559969090595,334179
1557352560019362160,334282
1557352560069540526,334380
1557352560118964550,334468
1557352560168754647,334550
1557352560219457162,334632
1557352560270086163,334717
1557352560320443843,334802
1557352560370159711,334879
1557352560420090929,334956
1557352560470333366,335052
1557352560520279835,335149
1557352560570544623,335232
1557352560620261790,335316
1557352560670691545,335409
1557352560720513986,335499
1557352560770615530,335585
1557352560820718708,335676
1557352560871147788,335773
1557352560921031611,335876
1557352560970790383,335986
1557352561020823783,336103
1557352561070958861,336208
1557352561120935444,336307
1557352561171134121,336422
1557352561222220688,336558
1557352561272167221,336696
1557352561322343791,336839
1557352561372265576,336977
1557352561422494197,337111
1557352561473237375,337242
1557352561522845048,337365
1557352561572755088,337478
1557352561623126407,337590
1557352561673190873,337706
1557352561723020527,337819
1557352561773150412,337924
1557352561823460582,338034
1557352561873277073,338143
1557352561923452313,338239
1557352561973338036,338295
1557352562023199501,338307
1557352562072938121,338296
1557352562123452752,338289
1557352562173184882,338286
1557352562223258216,338285
1557352562272879152,338285
1557352562322963980,338285
1557352562373188084,338285
1557352562424341013,338285
1557352562474572496,338285
1557352562524668770,338285
1557352562574462428,338285
1557352562624181426,338285
1557352562674977129,338285
1557352562724713223,338285
1557352562775229847,338285
1557352562825344905,338285
1557352562875202988,338285
1557352562925086850,338285
1557352562975310050,338285
1557352563025558390,338293
1557352563075548314,338314
1557352563125131312,338322
1557352563175013708,338330
1557352563225508447,338331
1557352563276180845,338332
1557352563327406517,338341
1557352563375975650,338350
1557352563427534714,338364
1557352563477545242,338380
1557352563527274531,338401
1557352563576313440,338423
1557352563627191440,338457
1557352563677443441,338496
1557352563727570728,338530
1557352563777927689,338570
1557352563827321995,338614
1557352563877145048,338661
1557352563927319775,338709
1557352563977593476,338764
1557352564027518449,338831
1557352564077393716,338906
1557352564128150178,338978
1557352564178017668,339042
1557352564228546168,339111
1557352564278122101,339191
1557352564328414687,339270
1557352564378475510,339349
1557352564428370872,339427
1557352564478915459,339508
1557352564528637539,339594
1557352564578137543,339681
1557352564628653462,339764
1557352564678155730,339852
1557352564728691615,339949
1557352564778543572,340044
1557352564829128263,340139
1557352564878625478,340233
1557352564928764371,340321
1557352564978870041,340419
1557352565029812786,340520
1557352565079500398,340612
1557352565130299823,340710
1557352565179983782,340806
1557352565230445970,340899
1557352565280133697,340998
1557352565330644649,341096
1557352565379941902,341199
1557352565431617267,341312
1557352565480353604,341404
1557352565531656645,341511
1557352565580599758,341605
1557352565631092421,341701
1557352565680463341,341800
1557352565730636015,341908
1557352565780525342,342002
1557352565830523487,342107
1557352565881397981,342228
1557352565931384225,342332
1557352565981472260,342430
1557352566031533585,342540
1557352566081416787,342649
1557352566131572895,342756
1557352566182661565,342865
1557352566232053268,342968
1557352566281881408,343077
1557352566332140969,343189
1557352566382338886,343297
1557352566433337627,343403
1557352566482800544,343518
1557352566532776958,343632
1557352566582363905,343737
1557352566633503582,343835
1557352566682574030,343941
1557352566732440303,344045
1557352566782543433,344146
1557352566833208285,344251
1557352566883757923,344360
1557352566933181982,344458
1557352566983113074,344568
1557352567033431914,344672
1557352567083717983,344775
1557352567133713995,344879
1557352567183577941,344982
1557352567233550966,345090
1557352567283490847,345203
1557352567334132872,345301
1557352567383818328,345402
1557352567435037455,345514
1557352567484100772,345625
1557352567534364860,345726
1557352567584965294,345843
1557352567635156604,345958
1557352567684905239,346061
1557352567735134697,346167
1557352567784675290,346280
1557352567835027501,346395
1557352567885477592,346503
1557352567935001321,346610
1557352567984976320,346725
1557352568035017614,346832
1557352568085179141,346943
1557352568135789096,347079
1557352568185988768,347186
1557352568236240768,347292
1557352568285978995,347401
1557352568336121809,347512
1557352568385816284,347624
1557352568436037500,347735
1557352568485735692,347846
1557352568535959531,347952
1557352568586399312,348063
1557352568637023727,348177
1557352568687271351,348289
1557352568737410839,348387
1557352568787361676,348491
1557352568837895365,348606
1557352568887938757,348714
1557352568937246998,348814
1557352568987194263,348924
1557352569037121526,349038
1557352569087106129,349135
1557352569137343438,349236
1557352569188438172,349350
1557352569239641952,349464
1557352569288401390,349555
1557352569338221003,349665
1557352569388436279,349779
1557352569438444060,349889
1557352569488473375,349997
1557352569538454434,350107
1557352569589179762,350224
1557352569639151726,350331
1557352569689037963,350443
1557352569739226062,350556
1557352569789164356,350664
1557352569839001753,350769
1557352569888984206,350885
1557352569939157809,351005
1557352569989057132,351113
1557352570038941570,351216
1557352570089236053,351319
1557352570139396821,351427
1557352570189301094,351539
1557352570239508918,351652
1557352570289546857,351753
1557352570339652289,351864
1557352570389468825,351979
1557352570439620571,352099
1557352570489606333,352213
1557352570539724480,352320
1557352570589793775,352435
1557352570640210795,352550
1557352570689971315,352663
1557352570740022573,352771
1557352570790092350,352886
1557352570840168384,353010
1557352570890309782,353124
1557352570941110592,353249
1557352570990498479,353375
1557352571040497751,353486
1557352571090666163,353586
1557352571140624912,353706
1557352571191451001,353847
1557352571241517162,353965
1557352571291820910,354069
1557352571341808663,354178
1557352571391446727,354273
1557352571441696374,354361
1557352571491485721,354456
1557352571541572136,354547
1557352571591657287,354643
1557352571641618659,354747
1557352571691635661,354857
1557352571741762232,354947
1557352571792076702,355039
1557352571841959028,355130
1557352571892203395,355219
1557352571942627365,355315
1557352571992901352,355417
1557352572043061374,355509
1557352572093387208,355594
1557352572143189938,355685
1557352572193563377,355784
1557352572243689725,355876
1557352572293857607,355975
1557352572343654352,356074
1557352572394462168,356175
1557352572444564575,356277
1557352572494358945,356371
1557352572544564800,356467
1557352572594382923,356560
1557352572644488942,356651
1557352572694611376,356739
1557352572744176889,356830
1557352572794159242,356915
1557352572844433783,357003
1557352572894851219,357096
1557352572944703765,357199
1557352572994291637,357298
1557352573044280861,357412
1557352573094443982,357531
1557352573144954529,357632
1557352573194569176,357732
1557352573244593874,357836
1557352573294669369,357925
1557352573344675456,358022
1557352573394907100,358127
1557352573444884903,358220
1557352573495025006,358337
1557352573545600122,358450
1557352573595466323,358546
1557352573645638318,358665
1557352573695396599,358787
1557352573745766604,358887
1557352573795604319,359004
1557352573845729083,359119
1557352573896052524,359217
1557352573945950927,359340
1557352573996621284,359462
1557352574046529895,359560
1557352574096859282,359685
1557352574147336934,359805
1557352574197070327,359926
1557352574246759133,360070
1557352574296932327,360224
1557352574346746475,360389
1557352574396911257,360563
1557352574446692933,360714
1557352574496834119,360866
1557352574546656689,361031
1557352574597146977,361205
1557352574647603193,361386
1557352574697281969,361566
1557352574747513123,361745
1557352574797589182,361888
1557352574847775330,362000
1557352574897627747,362066
1557352574947732200,362017
1557352574997907923,361959
1557352575048252086,361924
1557352575097950788,361886
1557352575148249863,361848
1557352575198327290,361812
1557352575248421491,361773
1557352575298415488,361745
1557352575348682019,361721
1557352575398601243,361701
1557352575449364877,361682
1557352575499535675,361667
1557352575549399003,361654
1557352575599838113,361645
1557352575649686311,361637
1557352575699798289,361631
1557352575749570535,361627
1557352575799834150,361627
1557352575849673462,361627
1557352575899654514,361627
1557352575950632286,361627
1557352576000149472,361627
1557352576050441122,361627
1557352576100674255,361627
1557352576150289087,361627
1557352576200716135,361627
1557352576250472293,361627
1557352576300609428,361627
1557352576350851454,361627
1557352576400780815,361627
1557352576450697750,361627
1557352576500923496,361627
1557352576550893229,361627
1557352576601046508,361627
1557352576651153504,361627
1557352576701256957,361627
1557352576752191930,361627
1557352576801309960,361627
1557352576851995261,361627
1557352576901925361,361627
1557352576952062903,361627
1557352577002097200,361627
1557352577052244789,361627
1557352577102299456,361627
1557352577152429709,361627
1557352577202293421,361627
1557352577252497853,361627
1557352577302686987,361627
1557352577352783917,361627
1557352577402739579,361627
1557352577452903884,361627
1557352577503328478,361627
1557352577553142295,361627
1557352577603209829,361627
1557352577653064194,361627
1557352577703128118,361627
1557352577753098412,361627
1557352577803530420,361627
1557352577853780709,361627
1557352577903796305,361627
1557352577954114876,361627
1557352578004140569,361627
1557352578054069313,361627
1557352578104209574,361627
1557352578154052756,361627
1557352578204181764,361627
1557352578254135345,361627
1557352578304125355,361627
1557352578354836559,361627
1557352578404969155,361627
1557352578455136990,361627
1557352578505282784,361627
1557352578555093233,361627
1557352578605246292,361627
1557352578655023745,361629
1557352578705059224,361634
1557352578755229186,361645
1557352578804875196,361657
1557352578855361722,361671
1557352578905403878,361687
1557352578955295610,361701
1557352579005350250,361715
1557352579055704187,361732
1557352579105754581,361749
1557352579155968096,361765
1557352579205769886,361779
1557352579255795209,361792
1557352579306049321,361803
1557352579356198452,361812
1557352579406163433,361818
1557352579456186936,361824
1557352579506508333,361830
1557352579556430978,361838
1557352579606520290,361847
1557352579656980216,361859
1557352579706692413,361873
1557352579757716629,361891
1557352579807450982,361909
1557352579858044481,361933
1557352579907728752,361960
1557352579958047532,361993
1557352580007823909,362035
1557352580057749276,362081
1557352580107821517,362132
1557352580157729100,362190
1557352580207559736,362250
1557352580257677606,362314
1557352580307831847,362382
1557352580357986644,362455
1557352580407928607,362531
1557352580459136664,362606
1557352580508355987,362684
1557352580558612455,362769
1557352580608339268,362857
1557352580658401977,362944
1557352580708849617,363036
1557352580758627703,363129
1557352580808816799,363224
1557352580859108128,363326
1557352580908710733,363433
1557352580958811307,363538
1557352581008832898,363647
1557352581059482009,363760
1557352581109463844,363879
1557352581159447805,363989
1557352581210166131,364098
1557352581260098248,364209
1557352581310084436,364322
1557352581360505202,364435
1557352581410308887,364549
1557352581460476578,364659
1557352581510473547,364770
1557352581560450258,364880
1557352581610676196,364989
1557352581660657324,365104
1557352581710898131,365220
1557352581761052212,365334
1557352581811186511,365448
1557352581861445798,365529
1557352581911158778,365587
1557352581961413440,365650
1557352582011077363,365714
1557352582061108377,365776
1557352582111198606,365822
1557352582161293057,365866
1557352582211345302,365905
1557352582261385664,365935
1557352582311748037,365961
1557352582362092297,365985
1557352582411578108,366002
1557352582461684073,366015
1557352582511619852,366024
1557352582561977609,366031
1557352582613346030,366038
1557352582663252075,366041
1557352582713016827,366042
1557352582763757895,366042
1557352582813487594,366042
1557352582863431325,366042
1557352582913458505,366041
1557352582963186267,366040
1557352583013185548,366036
1557352583063277226,366033
1557352583113193201,366028
1557352583163524032,366024
1557352583213874403,366021
1557352583264718307,366018
1557352583314315709,366014
1557352583364975629,366010
1557352583414639002,366007
1557352583465197081,366007
1557352583514907109,366006
1557352583564956618,366005
1557352583615010978,366004
1557352583665377551,366003
1557352583714786128,366003
1557352583764570786,366003
1557352583814961435,366002
1557352583865080612,366001
1557352583915004706,366001
1557352583965688215,366001
1557352584015649677,366001
1557352584065756537,366001
1557352584115814631,366001
1557352584166646466,366001
1557352584215825387,366001
1557352584266209932,366001
1557352584316178486,366001
1557352584366836729,366001
1557352584416198774,366001
1557352584466379356,366001
1557352584516457429,366001
1557352584566725943,366001
1557352584616770100,366001
1557352584667181548,366001
1557352584716614600,366001
1557352584766541307,366001
1557352584816723008,366001
1557352584866605050,366001
1557352584916876092,366001
1557352584966687137,366001
1557352585016902294,366001
1557352585067652047,366001
1557352585117426712,366001
1557352585167524545,366001
1557352585217631720,366001
1557352585267810857,366001
1557352585318212528,366001
1557352585368123874,366001
1557352585418868421,366001
1557352585468559147,366001
1557352585518527018,366001
1557352585568579760,366001
1557352585618481489,366001
1557352585668924482,366001
1557352585718693861,366001
1557352585769095066,366001
1557352585818932940,366001
1557352585868557393,366001
1557352585918628317,366001
1557352585968460594,366001
1557352586018491720,366001
1557352586068415627,366001
1557352586118465464,366001
1557352586168631797,366001
1557352586218785624,366001
1557352586269617984,366001
1557352586319463203,366001
1557352586369816153,366001
1557352586420030228,366001
1557352586469836341,366001
1557352586520610804,366001
1557352586570124030,366001
1557352586620180179,366001
1557352586669996908,366001
1557352586720173933,366001
1557352586769724162,366001
1557352586820224308,366001
1557352586870539391,366001
1557352586920475344,366001
1557352586970425765,366001
1557352587021521001,366001
1557352587071551844,366001
1557352587121648841,366001
1557352587170701212,366001
1557352587221773281,366001
1557352587272218934,366001
1557352587322015516,366001
1557352587371879465,366001
1557352587422304285,366001
1557352587472033196,366001
1557352587522223695,366001
1557352587571908573,366001
1557352587621811425,366001
1557352587671797296,366001
1557352587721739068,366001
1557352587772058283,366001
1557352587822234211,366001
1557352587872367622,366001
1557352587923135815,366001
1557352587972277130,366001
1557352588022253360,366001
1557352588072282473,366001
1557352588123556716,366001
1557352588173145016,366001
1557352588223445059,366001
1557352588273348886,366001
1557352588323587722,366001
1557352588373979159,366001
1557352588423485613,366001
1557352588473501587,366001
1557352588523646553,366001
1557352588573742003,366001
1557352588623534085,366001
1557352588673395499,366001
1557352588724864346,366001
1557352588773778470,366001
1557352588824151385,366001
1557352588875191553,366001
1557352588924657799,366001
1557352588974500985,366001
1557352589024688592,366001
1557352589075442495,366001
1557352589125373626,366001
1557352589175385683,366001
1557352589225379906,366001
1557352589275292070,366001
1557352589325331143,366001
1557352589375118801,366001
1557352589424648631,366001
1557352589474782713,366001
1557352589524740198,366001
1557352589574846392,366001
1557352589624937101,366001
1557352589675152901,366001
1557352589725145464,366001
1557352589775242104,366001
1557352589825557391,366001
1557352589875263133,366001
1557352589925568226,366001
1557352589975374404,366001
1557352590025476912,365997
1557352590075595769,365985
1557352590125795446,365982
1557352590175685267,365978
1557352590225790691,365973
1557352590275868655,365966
1557352590326050607,365957
1557352590375974155,365945
1557352590425931003,365930
1557352590476056244,365910
1557352590526328872,365884
1557352590576409841,365854
1557352590626200790,365821
1557352590676313724,365782
1557352590726531261,365740
1557352590776515921,365693
1557352590827610854,365637
1557352590877470912,365583
1557352590927314934,365525
1557352590977526657,365464
1557352591027548263,365400
1557352591078028865,365337
1557352591128115821,365268
1557352591178135505,365193
1557352591227986842,365123
1557352591277965083,365047
1557352591327647613,364973
1557352591378009052,364896
1557352591427630977,364819
1557352591477932429,364743
1557352591527852826,364666
1557352591577847890,364574
1557352591628064398,364484
1557352591678109920,364405
1557352591728489418,364329
